,timestamp,date,time,sensor,action,event,pattern,activity
5380,2008-11-24 18:21:31,2008-11-24,18:21:31,Bathtub,Bathtub,ON,Pat_6,BrushTeeth
5381,2008-11-24 18:21:34,2008-11-24,18:21:34,Bathtub,Bathtub,ON,Pat_6,BrushTeeth
5382,2008-11-24 18:21:40,2008-11-24,18:21:40,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5383,2008-11-24 18:21:43,2008-11-24,18:21:43,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5384,2008-11-24 18:21:49,2008-11-24,18:21:49,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5385,2008-11-24 18:21:53,2008-11-24,18:21:53,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5386,2008-11-24 18:21:58,2008-11-24,18:21:58,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5387,2008-11-24 18:22:04,2008-11-24,18:22:04,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5388,2008-11-24 18:22:06,2008-11-24,18:22:06,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5389,2008-11-24 18:22:08,2008-11-24,18:22:08,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5390,2008-11-24 18:22:12,2008-11-24,18:22:12,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5391,2008-11-24 18:22:22,2008-11-24,18:22:22,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5392,2008-11-24 18:22:26,2008-11-24,18:22:26,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5393,2008-11-24 18:22:32,2008-11-24,18:22:32,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5394,2008-11-24 18:22:35,2008-11-24,18:22:35,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5395,2008-11-24 18:22:43,2008-11-24,18:22:43,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5396,2008-11-24 18:22:48,2008-11-24,18:22:48,Bathtub,Bathtub,ON,Pat_2,BrushTeeth
5397,2008-11-24 18:22:52,2008-11-24,18:22:52,SinkTop,SinkTop,ON,Pat_182,BrushTeeth
5398,2008-11-24 18:23:32,2008-11-24,18:23:32,Bathtub,Bathtub,ON,Pat_182,BrushTeeth
5399,2008-11-24 18:24:25,2008-11-24,18:24:25,SinkTop,SinkTop,ON,Pat_182,BrushTeeth
5400,2008-11-24 18:24:30,2008-11-24,18:24:30,SinkTop,SinkTop,ON,Pat_182,BrushTeeth
5401,2008-11-24 18:24:41,2008-11-24,18:24:41,Bathtub,Bathtub,ON,Pat_6,BrushTeeth
5402,2008-11-24 18:24:51,2008-11-24,18:24:51,Bathtub,Bathtub,ON,Pat_6,BrushTeeth
5403,2008-11-24 18:24:52,2008-11-24,18:24:52,Bathtub,Bathtub,ON,Pat_6,BrushTeeth
5404,2008-11-24 18:24:55,2008-11-24,18:24:55,Bathtub,Bathtub,ON,Pat_6,BrushTeeth
5405,2008-11-24 18:24:58,2008-11-24,18:24:58,Bathtub,Bathtub,ON,Pat_6,BrushTeeth
5406,2008-11-24 18:25:07,2008-11-24,18:25:07,SinkTop,SinkTop,ON,Pat_16,TakeMedication
5407,2008-11-24 18:25:09,2008-11-24,18:25:09,SinkTop,SinkTop,ON,Pat_16,TakeMedication
5408,2008-11-24 18:25:12,2008-11-24,18:25:12,SinkTop,SinkTop,ON,Pat_16,TakeMedication
5409,2008-11-24 18:25:16,2008-11-24,18:25:16,Bathtub,Bathtub,ON,Pat_65,TakeShower
5410,2008-11-24 18:25:20,2008-11-24,18:25:20,Bathtub,Bathtub,ON,Pat_65,TakeShower
5411,2008-11-24 18:25:32,2008-11-24,18:25:32,BathroomDoor,BathroomDoor,ON,Pat_65,TakeShower
5412,2008-11-24 18:26:07,2008-11-24,18:26:07,Bathtub,Bathtub,ON,Pat_111,BrushTeeth
5413,2008-11-24 18:26:10,2008-11-24,18:26:10,Bathtub,Bathtub,ON,Pat_111,BrushTeeth
5414,2008-11-24 18:27:00,2008-11-24,18:27:00,BedroomDoor,BedroomDoor,ON,Pat_111,BrushTeeth
5415,2008-11-24 18:27:24,2008-11-24,18:27:24,BedLeft,BedLeft,ON,Pat_164,GetDressed
5416,2008-11-24 18:28:33,2008-11-24,18:28:33,BedroomDoor,BedroomDoor,ON,Pat_164,GetDressed
5417,2008-11-24 18:28:34,2008-11-24,18:28:34,BathroomDoor,BathroomDoor,ON,Pat_164,GetDressed
5418,2008-11-24 18:28:39,2008-11-24,18:28:39,BathroomDoor,BathroomDoor,ON,Pat_164,GetDressed
5419,2008-11-24 18:31:00,2008-11-24,18:31:00,Couch,Couch,ON,Pat_78,Relax
5420,2008-11-24 18:31:00,2008-11-24,18:31:00,Couch,Couch,ON,Pat_78,UseToiletDownstairs
5421,2008-11-24 18:33:56,2008-11-24,18:33:56,Couch,Couch,ON,Pat_78,Relax
5422,2008-11-24 18:33:56,2008-11-24,18:33:56,Couch,Couch,ON,Pat_78,UseToiletDownstairs
5423,2008-11-24 18:38:28,2008-11-24,18:38:28,ToiletDoorDownstairs,ToiletDoorDownstairs,ON,Pat_78,Relax
5424,2008-11-24 18:38:28,2008-11-24,18:38:28,ToiletDoorDownstairs,ToiletDoorDownstairs,ON,Pat_78,UseToiletDownstairs
5425,2008-11-24 18:40:14,2008-11-24,18:40:14,ToiletDoorDownstairs,ToiletDoorDownstairs,ON,Pat_78,Relax
5426,2008-11-24 18:40:14,2008-11-24,18:40:14,ToiletDoorDownstairs,ToiletDoorDownstairs,ON,Pat_78,UseToiletDownstairs
5427,2008-11-24 18:40:49,2008-11-24,18:40:49,ToiletFlushDownstairs,ToiletFlushDownstairs,ON,Pat_78,Relax
5428,2008-11-24 18:40:49,2008-11-24,18:40:49,ToiletFlushDownstairs,ToiletFlushDownstairs,ON,Pat_78,UseToiletDownstairs
5429,2008-11-24 18:43:32,2008-11-24,18:43:32,Frontdoor,Frontdoor,ON,Pat_15,LeaveHouse
5430,2008-11-24 22:23:04,2008-11-24,22:23:04,Frontdoor,Frontdoor,ON,Pat_15,LeaveHouse
5431,2008-11-24 22:25:21,2008-11-24,22:25:21,Frontdoor,Frontdoor,ON,Pat_15,LeaveHouse
5432,2008-11-24 22:40:41,2008-11-24,22:40:41,Frontdoor,Frontdoor,ON,Pat_15,LeaveHouse
5433,2008-11-24 22:52:25,2008-11-24,22:52:25,Couch,Couch,ON,Pat_73,Eating
5434,2008-11-24 22:52:25,2008-11-24,22:52:25,Couch,Couch,ON,Pat_73,Relax
5435,2008-11-24 22:52:25,2008-11-24,22:52:25,Couch,Couch,ON,Pat_73,GetSnack
5436,2008-11-24 22:52:30,2008-11-24,22:52:30,Couch,Couch,ON,Pat_73,Eating
5437,2008-11-24 22:52:30,2008-11-24,22:52:30,Couch,Couch,ON,Pat_73,Relax
5438,2008-11-24 22:52:30,2008-11-24,22:52:30,Couch,Couch,ON,Pat_73,GetSnack
5439,2008-11-24 22:52:57,2008-11-24,22:52:57,Couch,Couch,ON,Pat_73,Eating
5440,2008-11-24 22:52:57,2008-11-24,22:52:57,Couch,Couch,ON,Pat_73,Relax
5441,2008-11-24 22:52:57,2008-11-24,22:52:57,Couch,Couch,ON,Pat_73,GetSnack
5442,2008-11-24 23:34:59,2008-11-24,23:34:59,Fridge,Fridge,ON,Pat_73,Eating
5443,2008-11-24 23:34:59,2008-11-24,23:34:59,Fridge,Fridge,ON,Pat_73,Relax
5444,2008-11-24 23:34:59,2008-11-24,23:34:59,Fridge,Fridge,ON,Pat_73,GetSnack
5445,2008-11-25 00:15:05,2008-11-25,00:15:05,ToiletDoorDownstairs,ToiletDoorDownstairs,ON,Pat_13,UseToiletDownstairs
5446,2008-11-25 00:15:43,2008-11-25,00:15:43,ToiletDoorDownstairs,ToiletDoorDownstairs,ON,Pat_13,UseToiletDownstairs
5447,2008-11-25 00:16:11,2008-11-25,00:16:11,ToiletFlushDownstairs,ToiletFlushDownstairs,ON,Pat_13,UseToiletDownstairs
5448,2008-11-25 00:18:20,2008-11-25,00:18:20,Couch,Couch,ON,Pat_4,Relax
5449,2008-11-25 00:33:02,2008-11-25,00:33:02,Couch,Couch,ON,Pat_4,Relax
5450,2008-11-25 00:44:18,2008-11-25,00:44:18,BathroomDoor,BathroomDoor,ON,Pat_105,BrushTeeth
5451,2008-11-25 00:44:18,2008-11-25,00:44:18,BathroomDoor,BathroomDoor,ON,Pat_105,TakeMedication
5452,2008-11-25 00:44:19,2008-11-25,00:44:19,BathroomDoor,BathroomDoor,ON,Pat_105,BrushTeeth
5453,2008-11-25 00:44:19,2008-11-25,00:44:19,BathroomDoor,BathroomDoor,ON,Pat_105,TakeMedication
5454,2008-11-25 00:44:51,2008-11-25,00:44:51,SinkTop,SinkTop,ON,Pat_105,BrushTeeth
5455,2008-11-25 00:44:51,2008-11-25,00:44:51,SinkTop,SinkTop,ON,Pat_105,TakeMedication
5456,2008-11-25 00:45:46,2008-11-25,00:45:46,Bathtub,Bathtub,ON,Pat_105,BrushTeeth
5457,2008-11-25 00:45:46,2008-11-25,00:45:46,Bathtub,Bathtub,ON,Pat_105,TakeMedication
5458,2008-11-25 00:46:28,2008-11-25,00:46:28,Bathtub,Bathtub,ON,Pat_105,BrushTeeth
5459,2008-11-25 00:46:28,2008-11-25,00:46:28,Bathtub,Bathtub,ON,Pat_105,TakeMedication
5460,2008-11-25 00:46:29,2008-11-25,00:46:29,Bathtub,Bathtub,ON,Pat_105,BrushTeeth
5461,2008-11-25 00:46:29,2008-11-25,00:46:29,Bathtub,Bathtub,ON,Pat_105,TakeMedication
5462,2008-11-25 00:47:41,2008-11-25,00:47:41,Bathtub,Bathtub,ON,Pat_105,BrushTeeth
5463,2008-11-25 00:47:41,2008-11-25,00:47:41,Bathtub,Bathtub,ON,Pat_105,TakeMedication
5464,2008-11-25 00:47:43,2008-11-25,00:47:43,Bathtub,Bathtub,ON,Pat_105,BrushTeeth
5465,2008-11-25 00:47:43,2008-11-25,00:47:43,Bathtub,Bathtub,ON,Pat_105,TakeMedication
5466,2008-11-25 00:47:46,2008-11-25,00:47:46,Bathtub,Bathtub,ON,Pat_105,BrushTeeth
5467,2008-11-25 00:47:46,2008-11-25,00:47:46,Bathtub,Bathtub,ON,Pat_105,TakeMedication
5468,2008-11-25 00:47:56,2008-11-25,00:47:56,Bathtub,Bathtub,ON,Pat_105,BrushTeeth
5469,2008-11-25 00:47:56,2008-11-25,00:47:56,Bathtub,Bathtub,ON,Pat_105,TakeMedication
5470,2008-11-25 00:49:14,2008-11-25,00:49:14,BathroomDoor,BathroomDoor,ON,Pat_105,BrushTeeth
5471,2008-11-25 00:49:14,2008-11-25,00:49:14,BathroomDoor,BathroomDoor,ON,Pat_105,TakeMedication
5472,2008-11-25 00:49:41,2008-11-25,00:49:41,ToiletFlushUpstairs,ToiletFlushUpstairs,ON,Pat_146,UseToiletUpstairs
5473,2008-11-25 00:50:19,2008-11-25,00:50:19,BedroomDoor,BedroomDoor,ON,Pat_146,UseToiletUpstairs
5474,2008-11-25 00:51:44,2008-11-25,00:51:44,BedRight,BedRight,ON,Other_Activity,None
5475,2008-11-25 00:51:48,2008-11-25,00:51:48,BedRight,BedRight,ON,Other_Activity,None
5476,2008-11-25 00:51:49,2008-11-25,00:51:49,BedRight,BedRight,ON,Other_Activity,None
5477,2008-11-25 00:52:25,2008-11-25,00:52:25,BedRight,BedRight,ON,Other_Activity,None
5478,2008-11-25 00:52:27,2008-11-25,00:52:27,BedRight,BedRight,ON,Other_Activity,None
5479,2008-11-25 00:52:29,2008-11-25,00:52:29,BedRight,BedRight,ON,Other_Activity,None
5480,2008-11-25 00:52:31,2008-11-25,00:52:31,BedRight,BedRight,ON,Other_Activity,None
5481,2008-11-25 00:52:33,2008-11-25,00:52:33,BedRight,BedRight,ON,Other_Activity,None
5482,2008-11-25 00:52:38,2008-11-25,00:52:38,BedRight,BedRight,ON,Other_Activity,None
5483,2008-11-25 00:53:24,2008-11-25,00:53:24,BedRight,BedRight,ON,Other_Activity,None
5484,2008-11-25 01:01:58,2008-11-25,01:01:58,BedRight,BedRight,ON,Other_Activity,None
5485,2008-11-25 01:02:00,2008-11-25,01:02:00,BedRight,BedRight,ON,Other_Activity,None
5486,2008-11-25 01:13:58,2008-11-25,01:13:58,BedRight,BedRight,ON,Other_Activity,None
5487,2008-11-25 01:14:05,2008-11-25,01:14:05,BedRight,BedRight,ON,Other_Activity,None
5488,2008-11-25 01:14:29,2008-11-25,01:14:29,BedRight,BedRight,ON,Other_Activity,None
5489,2008-11-25 01:14:34,2008-11-25,01:14:34,BedRight,BedRight,ON,Other_Activity,None
5490,2008-11-25 01:14:40,2008-11-25,01:14:40,BedRight,BedRight,ON,Other_Activity,None
5491,2008-11-25 01:14:44,2008-11-25,01:14:44,BedRight,BedRight,ON,Other_Activity,None
5492,2008-11-25 01:14:46,2008-11-25,01:14:46,BedRight,BedRight,ON,Other_Activity,None
5493,2008-11-25 01:14:51,2008-11-25,01:14:51,BedRight,BedRight,ON,Other_Activity,None
5494,2008-11-25 01:14:59,2008-11-25,01:14:59,BedRight,BedRight,ON,Other_Activity,None
5495,2008-11-25 01:15:04,2008-11-25,01:15:04,BedRight,BedRight,ON,Other_Activity,None
5496,2008-11-25 01:15:08,2008-11-25,01:15:08,BedRight,BedRight,ON,Other_Activity,None
5497,2008-11-25 01:15:10,2008-11-25,01:15:10,BedRight,BedRight,ON,Other_Activity,None
5498,2008-11-25 01:15:13,2008-11-25,01:15:13,BedRight,BedRight,ON,Other_Activity,None
5499,2008-11-25 01:15:17,2008-11-25,01:15:17,BedRight,BedRight,ON,Other_Activity,None
5500,2008-11-25 01:15:22,2008-11-25,01:15:22,BedRight,BedRight,ON,Other_Activity,None
5501,2008-11-25 01:15:28,2008-11-25,01:15:28,BedRight,BedRight,ON,Other_Activity,None
5502,2008-11-25 01:15:34,2008-11-25,01:15:34,BedRight,BedRight,ON,Other_Activity,None
5503,2008-11-25 01:15:36,2008-11-25,01:15:36,BedRight,BedRight,ON,Other_Activity,None
5504,2008-11-25 01:15:42,2008-11-25,01:15:42,BedRight,BedRight,ON,Other_Activity,None
5505,2008-11-25 01:15:45,2008-11-25,01:15:45,BedRight,BedRight,ON,Other_Activity,None
5506,2008-11-25 01:15:48,2008-11-25,01:15:48,BedRight,BedRight,ON,Other_Activity,None
5507,2008-11-25 01:15:50,2008-11-25,01:15:50,BedRight,BedRight,ON,Other_Activity,None
5508,2008-11-25 01:15:52,2008-11-25,01:15:52,BedRight,BedRight,ON,Other_Activity,None
5509,2008-11-25 01:15:56,2008-11-25,01:15:56,BedRight,BedRight,ON,Other_Activity,None
5510,2008-11-25 01:16:00,2008-11-25,01:16:00,BedRight,BedRight,ON,Other_Activity,None
5511,2008-11-25 01:16:02,2008-11-25,01:16:02,BedRight,BedRight,ON,Other_Activity,None
5512,2008-11-25 01:16:04,2008-11-25,01:16:04,BedRight,BedRight,ON,Other_Activity,None
5513,2008-11-25 01:16:06,2008-11-25,01:16:06,BedRight,BedRight,ON,Other_Activity,None
5514,2008-11-25 01:16:08,2008-11-25,01:16:08,BedRight,BedRight,ON,Other_Activity,None
5515,2008-11-25 01:16:11,2008-11-25,01:16:11,BedRight,BedRight,ON,Other_Activity,None
5516,2008-11-25 01:16:14,2008-11-25,01:16:14,BedRight,BedRight,ON,Other_Activity,None
5517,2008-11-25 01:16:18,2008-11-25,01:16:18,BedRight,BedRight,ON,Other_Activity,None
5518,2008-11-25 01:16:21,2008-11-25,01:16:21,BedRight,BedRight,ON,Other_Activity,None
5519,2008-11-25 01:16:26,2008-11-25,01:16:26,BedRight,BedRight,ON,Other_Activity,None
5520,2008-11-25 01:16:28,2008-11-25,01:16:28,BedRight,BedRight,ON,Other_Activity,None
5521,2008-11-25 01:16:31,2008-11-25,01:16:31,BedRight,BedRight,ON,Other_Activity,None
5522,2008-11-25 01:16:34,2008-11-25,01:16:34,BedRight,BedRight,ON,Other_Activity,None
5523,2008-11-25 01:16:38,2008-11-25,01:16:38,BedRight,BedRight,ON,Other_Activity,None
5524,2008-11-25 01:16:42,2008-11-25,01:16:42,BedRight,BedRight,ON,Other_Activity,None
5525,2008-11-25 01:16:44,2008-11-25,01:16:44,BedRight,BedRight,ON,Other_Activity,None
5526,2008-11-25 01:16:48,2008-11-25,01:16:48,BedRight,BedRight,ON,Other_Activity,None
5527,2008-11-25 01:16:51,2008-11-25,01:16:51,BedRight,BedRight,ON,Other_Activity,None
5528,2008-11-25 01:16:57,2008-11-25,01:16:57,BedRight,BedRight,ON,Other_Activity,None
5529,2008-11-25 01:16:58,2008-11-25,01:16:58,BedRight,BedRight,ON,Other_Activity,None
5530,2008-11-25 01:17:03,2008-11-25,01:17:03,BedRight,BedRight,ON,Other_Activity,None
5531,2008-11-25 01:17:05,2008-11-25,01:17:05,BedRight,BedRight,ON,Other_Activity,None
5532,2008-11-25 01:17:08,2008-11-25,01:17:08,BedRight,BedRight,ON,Other_Activity,None
5533,2008-11-25 01:17:12,2008-11-25,01:17:12,BedRight,BedRight,ON,Other_Activity,None
5534,2008-11-25 01:17:19,2008-11-25,01:17:19,BedRight,BedRight,ON,Other_Activity,None
5535,2008-11-25 01:17:22,2008-11-25,01:17:22,BedRight,BedRight,ON,Other_Activity,None
5536,2008-11-25 01:17:25,2008-11-25,01:17:25,BedRight,BedRight,ON,Other_Activity,None
5537,2008-11-25 01:17:29,2008-11-25,01:17:29,BedRight,BedRight,ON,Other_Activity,None
5538,2008-11-25 01:17:35,2008-11-25,01:17:35,BedRight,BedRight,ON,Other_Activity,None
5539,2008-11-25 01:17:40,2008-11-25,01:17:40,BedRight,BedRight,ON,Other_Activity,None
5540,2008-11-25 01:17:44,2008-11-25,01:17:44,BedRight,BedRight,ON,Other_Activity,None
5541,2008-11-25 01:17:49,2008-11-25,01:17:49,BedRight,BedRight,ON,Other_Activity,None
5542,2008-11-25 01:17:55,2008-11-25,01:17:55,BedRight,BedRight,ON,Other_Activity,None
5543,2008-11-25 01:17:57,2008-11-25,01:17:57,BedRight,BedRight,ON,Other_Activity,None
5544,2008-11-25 01:18:01,2008-11-25,01:18:01,BedRight,BedRight,ON,Other_Activity,None
5545,2008-11-25 01:18:04,2008-11-25,01:18:04,BedRight,BedRight,ON,Other_Activity,None
5546,2008-11-25 01:18:08,2008-11-25,01:18:08,BedRight,BedRight,ON,Other_Activity,None
5547,2008-11-25 01:22:24,2008-11-25,01:22:24,BedRight,BedRight,ON,Other_Activity,None
5548,2008-11-25 01:22:29,2008-11-25,01:22:29,BedRight,BedRight,ON,Other_Activity,None
5549,2008-11-25 01:22:57,2008-11-25,01:22:57,BedRight,BedRight,ON,Other_Activity,None
5550,2008-11-25 01:23:00,2008-11-25,01:23:00,BedRight,BedRight,ON,Other_Activity,None
5551,2008-11-25 01:23:06,2008-11-25,01:23:06,BedRight,BedRight,ON,Other_Activity,None
5552,2008-11-25 01:23:12,2008-11-25,01:23:12,BedRight,BedRight,ON,Other_Activity,None
5553,2008-11-25 01:24:15,2008-11-25,01:24:15,BedRight,BedRight,ON,Other_Activity,None
5554,2008-11-25 01:24:22,2008-11-25,01:24:22,BedRight,BedRight,ON,Other_Activity,None
5555,2008-11-25 01:24:30,2008-11-25,01:24:30,BedRight,BedRight,ON,Other_Activity,None
5556,2008-11-25 01:24:57,2008-11-25,01:24:57,BedRight,BedRight,ON,Other_Activity,None
5557,2008-11-25 01:25:00,2008-11-25,01:25:00,BedRight,BedRight,ON,Other_Activity,None
5558,2008-11-25 01:25:10,2008-11-25,01:25:10,BedRight,BedRight,ON,Other_Activity,None
5559,2008-11-25 01:25:16,2008-11-25,01:25:16,BedRight,BedRight,ON,Other_Activity,None
5560,2008-11-25 01:25:20,2008-11-25,01:25:20,BedRight,BedRight,ON,Other_Activity,None
5561,2008-11-25 01:25:23,2008-11-25,01:25:23,BedRight,BedRight,ON,Other_Activity,None
5562,2008-11-25 01:25:27,2008-11-25,01:25:27,BedRight,BedRight,ON,Other_Activity,None
5563,2008-11-25 01:25:30,2008-11-25,01:25:30,BedRight,BedRight,ON,Other_Activity,None
5564,2008-11-25 01:25:33,2008-11-25,01:25:33,BedRight,BedRight,ON,Other_Activity,None
5565,2008-11-25 01:25:43,2008-11-25,01:25:43,BedRight,BedRight,ON,Other_Activity,None
5566,2008-11-25 01:25:47,2008-11-25,01:25:47,BedRight,BedRight,ON,Other_Activity,None
5567,2008-11-25 01:26:24,2008-11-25,01:26:24,BedRight,BedRight,ON,Other_Activity,None
5568,2008-11-25 01:26:32,2008-11-25,01:26:32,BedRight,BedRight,ON,Other_Activity,None
5569,2008-11-25 01:29:12,2008-11-25,01:29:12,BedRight,BedRight,ON,Other_Activity,None
5570,2008-11-25 01:29:14,2008-11-25,01:29:14,BedRight,BedRight,ON,Other_Activity,None
5571,2008-11-25 01:29:16,2008-11-25,01:29:16,BedRight,BedRight,ON,Other_Activity,None
5572,2008-11-25 01:29:19,2008-11-25,01:29:19,BedRight,BedRight,ON,Other_Activity,None
5573,2008-11-25 01:29:24,2008-11-25,01:29:24,BedRight,BedRight,ON,Other_Activity,None
5574,2008-11-25 01:29:29,2008-11-25,01:29:29,BedRight,BedRight,ON,Other_Activity,None
5575,2008-11-25 01:29:34,2008-11-25,01:29:34,BedRight,BedRight,ON,Other_Activity,None
5576,2008-11-25 01:29:36,2008-11-25,01:29:36,BedRight,BedRight,ON,Other_Activity,None
5577,2008-11-25 01:29:41,2008-11-25,01:29:41,BedRight,BedRight,ON,Other_Activity,None
5578,2008-11-25 01:29:48,2008-11-25,01:29:48,BedRight,BedRight,ON,Other_Activity,None
5579,2008-11-25 01:29:54,2008-11-25,01:29:54,BedRight,BedRight,ON,Other_Activity,None
5580,2008-11-25 01:29:57,2008-11-25,01:29:57,BedRight,BedRight,ON,Other_Activity,None
5581,2008-11-25 01:30:05,2008-11-25,01:30:05,BedRight,BedRight,ON,Other_Activity,None
5582,2008-11-25 01:30:09,2008-11-25,01:30:09,BedRight,BedRight,ON,Other_Activity,None
5583,2008-11-25 01:30:13,2008-11-25,01:30:13,BedRight,BedRight,ON,Other_Activity,None
5584,2008-11-25 01:30:15,2008-11-25,01:30:15,BedRight,BedRight,ON,Other_Activity,None
5585,2008-11-25 01:30:20,2008-11-25,01:30:20,BedRight,BedRight,ON,Other_Activity,None
5586,2008-11-25 01:30:27,2008-11-25,01:30:27,BedRight,BedRight,ON,Other_Activity,None
5587,2008-11-25 01:30:33,2008-11-25,01:30:33,BedRight,BedRight,ON,Other_Activity,None
5588,2008-11-25 01:30:37,2008-11-25,01:30:37,BedRight,BedRight,ON,Other_Activity,None
5589,2008-11-25 01:30:40,2008-11-25,01:30:40,BedRight,BedRight,ON,Other_Activity,None
5590,2008-11-25 01:30:44,2008-11-25,01:30:44,BedRight,BedRight,ON,Other_Activity,None
5591,2008-11-25 01:30:48,2008-11-25,01:30:48,BedRight,BedRight,ON,Other_Activity,None
5592,2008-11-25 01:30:52,2008-11-25,01:30:52,BedRight,BedRight,ON,Other_Activity,None
5593,2008-11-25 01:30:55,2008-11-25,01:30:55,BedRight,BedRight,ON,Other_Activity,None
5594,2008-11-25 01:31:03,2008-11-25,01:31:03,BedRight,BedRight,ON,Other_Activity,None
5595,2008-11-25 01:31:16,2008-11-25,01:31:16,BedRight,BedRight,ON,Other_Activity,None
5596,2008-11-25 01:31:19,2008-11-25,01:31:19,BedRight,BedRight,ON,Other_Activity,None
5597,2008-11-25 01:31:25,2008-11-25,01:31:25,BedRight,BedRight,ON,Other_Activity,None
5598,2008-11-25 01:31:38,2008-11-25,01:31:38,BedRight,BedRight,ON,Other_Activity,None
5599,2008-11-25 01:31:49,2008-11-25,01:31:49,BedRight,BedRight,ON,Other_Activity,None
5600,2008-11-25 01:31:59,2008-11-25,01:31:59,BedRight,BedRight,ON,Other_Activity,None
5601,2008-11-25 01:32:53,2008-11-25,01:32:53,BedRight,BedRight,ON,Other_Activity,None
5602,2008-11-25 01:32:58,2008-11-25,01:32:58,BedRight,BedRight,ON,Other_Activity,None
5603,2008-11-25 01:33:12,2008-11-25,01:33:12,BedRight,BedRight,ON,Other_Activity,None
5604,2008-11-25 01:33:41,2008-11-25,01:33:41,BedRight,BedRight,ON,Other_Activity,None
5605,2008-11-25 01:36:05,2008-11-25,01:36:05,BedRight,BedRight,ON,Other_Activity,None
5606,2008-11-25 01:37:04,2008-11-25,01:37:04,BedRight,BedRight,ON,Other_Activity,None
5607,2008-11-25 01:38:52,2008-11-25,01:38:52,BedRight,BedRight,ON,Other_Activity,None
5608,2008-11-25 01:38:56,2008-11-25,01:38:56,BedRight,BedRight,ON,Other_Activity,None
5609,2008-11-25 01:38:59,2008-11-25,01:38:59,BedRight,BedRight,ON,Other_Activity,None
5610,2008-11-25 01:39:01,2008-11-25,01:39:01,BedRight,BedRight,ON,Other_Activity,None
5611,2008-11-25 01:39:07,2008-11-25,01:39:07,BedRight,BedRight,ON,Other_Activity,None
5612,2008-11-25 01:39:08,2008-11-25,01:39:08,BedRight,BedRight,ON,Other_Activity,None
5613,2008-11-25 01:39:10,2008-11-25,01:39:10,BedRight,BedRight,ON,Other_Activity,None
5614,2008-11-25 01:39:27,2008-11-25,01:39:27,BedRight,BedRight,ON,Other_Activity,None
5615,2008-11-25 01:39:47,2008-11-25,01:39:47,BedRight,BedRight,ON,Other_Activity,None
5616,2008-11-25 01:39:49,2008-11-25,01:39:49,BedRight,BedRight,ON,Other_Activity,None
5617,2008-11-25 01:39:50,2008-11-25,01:39:50,BedRight,BedRight,ON,Other_Activity,None
5618,2008-11-25 01:39:53,2008-11-25,01:39:53,BedRight,BedRight,ON,Other_Activity,None
5619,2008-11-25 01:51:37,2008-11-25,01:51:37,BedRight,BedRight,ON,Other_Activity,None
5620,2008-11-25 01:51:48,2008-11-25,01:51:48,BedRight,BedRight,ON,Other_Activity,None
5621,2008-11-25 01:51:55,2008-11-25,01:51:55,BedRight,BedRight,ON,Other_Activity,None
5622,2008-11-25 01:51:58,2008-11-25,01:51:58,BedRight,BedRight,ON,Other_Activity,None
5623,2008-11-25 01:52:10,2008-11-25,01:52:10,BedRight,BedRight,ON,Other_Activity,None
5624,2008-11-25 01:52:13,2008-11-25,01:52:13,BedRight,BedRight,ON,Other_Activity,None
5625,2008-11-25 01:52:24,2008-11-25,01:52:24,BedRight,BedRight,ON,Other_Activity,None
5626,2008-11-25 01:52:34,2008-11-25,01:52:34,BedRight,BedRight,ON,Other_Activity,None
5627,2008-11-25 01:52:36,2008-11-25,01:52:36,BedRight,BedRight,ON,Other_Activity,None
5628,2008-11-25 01:52:48,2008-11-25,01:52:48,BedRight,BedRight,ON,Other_Activity,None
5629,2008-11-25 01:52:51,2008-11-25,01:52:51,BedRight,BedRight,ON,Other_Activity,None
5630,2008-11-25 01:53:03,2008-11-25,01:53:03,BedRight,BedRight,ON,Other_Activity,None
5631,2008-11-25 01:53:09,2008-11-25,01:53:09,BedRight,BedRight,ON,Other_Activity,None
5632,2008-11-25 01:53:11,2008-11-25,01:53:11,BedRight,BedRight,ON,Other_Activity,None
5633,2008-11-25 01:53:20,2008-11-25,01:53:20,BedRight,BedRight,ON,Other_Activity,None
5634,2008-11-25 01:53:27,2008-11-25,01:53:27,BedRight,BedRight,ON,Other_Activity,None
5635,2008-11-25 01:53:30,2008-11-25,01:53:30,BedRight,BedRight,ON,Other_Activity,None
5636,2008-11-25 01:53:32,2008-11-25,01:53:32,BedRight,BedRight,ON,Other_Activity,None
5637,2008-11-25 01:53:34,2008-11-25,01:53:34,BedRight,BedRight,ON,Other_Activity,None
5638,2008-11-25 01:53:42,2008-11-25,01:53:42,BedRight,BedRight,ON,Other_Activity,None
